,text,label
4,【#武汉市卫健委关于肺炎疫情的情况通报#：#武汉肺炎未发现明显人传人现象#，初步分析认为#武汉肺炎病例系病毒性肺炎#】近期部分医疗机构发现接诊的多例肺炎病例与华南海鲜城有关联，市卫健委接到报告后，立即在全市医疗卫生机构开展与华南海鲜城有关联的病例搜索和回顾性调查，目前已发现27例病例，其中7例病情严重，其余病例病情稳定可控，有2例病,True
429,#襄阳封城# 湖北省最后的一个城市于2020年1月25日零点零时零分正式封城至此，湖北省，封省 ​ ,False
528,一手消息，大家请注意啦！【“我不是中国人”，华人女子获美国绿卡，慷慨对美捐赠20万只口罩】来自@一点资讯 O“我不是中国人”，华人女子获美国绿卡，慷慨对...   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
633,"大家注意啦！最新消息！！俄罗斯政府在街上放了800只狮子和老虎来防止民众外出🐯🦁️战斗民族抗肺炎就是这么朴实无华   请朋友们都多多转发，祝愿好人一生平安！愿大家永远辛福安康！辛福安康，阖家欢乐,常遇开心事,事事顺利，远离灾厄病痛~~~~！！！！",False
666,《中国首个公布个人财产的医生》全球知名传染病专家，华山医院呼吸科主任张文宏医生。张文宏医生自爆收入和全家福。69年生人，浙江瑞安人，从小喜欢读书。学习成绩优秀，在老家被邻里称为神童。高考考入上海医学院，8年硕博连读后留学。现是全球知名的传染病专家。自爆年收入184万，来源于3个方面:1，华山医院呼吸科主任，工资奖金年入50万2，国家,False
125,【#美国新增4名死亡病例#，#美国新冠肺炎总病例数达96人#】据美国华盛顿州公共卫生部门透露，该州2日新增4起新冠肺炎死亡病例。截至3月2日下午，全美已有6人死于新冠肺炎，全部来自华盛顿州。全美新冠肺炎总病例数达到96例，其中武汉撤侨人员和钻石公主号邮轮乘客共发现48例，其余病例是在美国境内发现的。目前，全美有10个州发现新冠肺炎患,True
452,一手消息，大家请注意啦！顺丰快递员这是疯了吗？想发财也不能这样啊？还能做点人事吗？真想骂人#顺丰回应快递员拦截包裹卖口罩# L娱乐怪咖-的微博视频   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
634,俄罗斯真虎，据说，为了让居民老老实实居家隔离，800头狮子🦁️街上压马路 ,False
662,天气渐渐热起来了，而新冠肺炎还没有结束，现在有一个更恐怖的问题来了，全国只设有三个病毒研究所，而武汉就是其中一个。武汉病毒研究所的所长石正丽教授今天凌晨向全国人民发出警告：蚊虫将是人类第三病毒传播者，一旦传播了全球六十多亿人，三分之二的人都要深受其害，所以我个人觉得蚊虫叮咬比人传人更可怕。人可以穿衣服带口罩等一些防范措施，而蚊虫叮咬,False
565,一手消息，大家请注意啦！泉州酒店倒塌的视频，就是瞬间的事#泉州酒店倒塌或与修地基有关##泉州##泉州酒店搜救犬贝贝四肢感染# L初冬暖阳的旅行的微博视频   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
654,#毽客视线#加拿大总理特鲁多的夫人发了一段自拍视频 她算重症了 挺严重的 不能离开吸氧支撑。她一边咳嗽一边说 你们不要抱着侥幸心情了 #新冠肺炎#比想象的可怕。中国专家通过尸检显示，重症新冠肺炎像“SARS+艾滋病”。多位医生认为，出院后核酸检测返阳的情况，不是复发，而是未治愈。一名参与尸检的医生透露，重症病人的肺功能损伤的很厉害，,False
183,【#德国新冠肺炎累计确诊破万例#，默克尔发表电视讲话】据德国电视一台报道，根据美国约翰斯·霍普金斯大学数据，截至当地时间3月18日20时30分，#德国累计确诊11973例新冠肺炎#感染病例，其中死亡病例28例。较3月17日21时，新增2716例，新增死亡4例。德国总理默克尔18日晚发表电视讲话，称德国正面临的形势非常严峻，号召全德人,True
413,【#特朗普回应贴身随从感染新冠病毒#：将每天接受检测】美东时间7日，美国总统特朗普在回应其贴身工作人员感染新冠病毒一事时表示，他与这名男子“几乎没有私人接触”，并形容这种情况“有点奇怪”。特朗普还表示，这一事件凸显出“仅通过检测来确定安全的不可靠性”。#特朗普将每天接受新冠病毒检测#，他于6日、7日所做的检测结果均为阴性。当天，美国,True
613,"最新消息来临啦，大家注意~！美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。—— 没想到第三次世界大战就这样开始了，是人类对病毒的战争。   愿大家永远辛福安康！常遇开心事,事事顺利,祝愿好人一生平安！",False
85,【#全国新增治愈出院破2千#，#全国连续9天治愈出院超千人#】从12日至20日，全国连续治愈出院人数分别为1171人（12日）、1081人（13日）、1373人（14日）、1323人（15日）、 1425人（16日）、 1701人（17日）、1824人（18日）、1779人（19日）、2109人（20日）。截至2月20日24时，#全,True
20,【急寻相关乘客！#深圳377路公交司机病毒检测呈阳性#】据@深圳卫健委 ：近日，有媒体报道，东部公交二分公司百鸽笼车队有一名驾驶员回江西老家时，接触过一例新型冠状病毒确诊病例后返回深圳。现将情况说明如下：该司机为深圳东部公交集团二分公司4车队（百鸽笼车队）377路公交大巴车驾驶员姚某。2020年2月1日，姚某一家人自驾由江西省新余市,True
368,【#谭德塞称新冠病毒将与人类长期共存#：我们还有很长的路要走】当地时间22日，世卫组织总干事谭德塞表示，目前世卫组织已收到近250万新冠肺炎病例报告，不同地区的疫情趋势也不同。大部分西欧国家疫情已稳定或有下降趋势，非洲、中南美洲、东欧等地区虽然确诊病例不多，但疫情处于上升趋势，大部分国家仍处于新冠肺炎流行初期。谭德塞指出，新冠病毒将,True
321,【#钟南山说目前未发现特效药#，#钟南山介绍氯喹连花清瘟等是有效药#】钟南山表示，我们现在试验的一些药物，比如氯喹，实验结果肯定是有效的，还有一些中药，比如连花清瘟，我们不仅做了离体实验，还在P3实验室发现，它抗病毒作用不强，但抗炎症方面表现突出。此外还有中药血必净，它的主要成分包括红花、丹参、赤芍等，用于活血化瘀，但对重症病人的治,True
735,一手消息，大家请注意啦！钟南山来北京了……眼睛不知不觉湿润了，本该养老的年龄，为了“钟”止疫情，度过“南”关，再次出“山”！#北京身边事##北京头条# 2北京·北京鸟巢水立方   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
646,"最新消息来临啦，大家注意~！网传视频：一架从意大利飞至喀麦隆的客机被发现全部受肺炎感染，其中部分乘客欲逃离时被警察开枪射击！希望这不是真的，太血腥了！#新冠病毒排毒时间比SARS和流感更长#  LChina_竹叶青的微博视频   愿大家永远辛福安康！常遇开心事,事事顺利,祝愿好人一生平安！",False
272,【#云南55岁民警倒在脱贫和抗疫一线#】4月1日10时许，云南昭通巧家县公安局民警王代权因肝癌，倒在脱贫攻坚和疫情防控第一线。王代权今年55岁，从警35年，是公认的“老黄牛”，今年3月，病床上的他还打电话给当地村干部和群众了解工作。4月1日，因病情恶化，王代权与世长辞。一路走好！O云南昭通55岁民警王代权离世，守岗52天病床上...,True
406,【人民日报钟声：#怀疑中国病亡率纯属政治化臆测#】中国在患者和死亡人数统计上始终透明公开，每一个病例全程都可清晰追溯。然而，美国一些政客为了掩饰自身抗疫不力，以他们类似政治狂想症的大脑，一再无端指责中国“瞒报感染和死亡病例”，拍着脑袋妄称死亡病例“最多的一定是中国”。这并不是一种懵懂的无知，而是一种险恶的算计，信口雌黄，包藏祸心。 ,True
432,一手消息，大家请注意啦！凌晨6点开始宜昌城市主干道和高速路封路，开始封城了🙏🙏🙏一小时后襄阳封城！至此，湖北封省！湖北加油……兄弟姐妹们，春节期间大家注意防范，看样子，挺严峻   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
277,【#广东揭阳通报2例关联病例详情#】据广东省揭阳市卫生健康局通报，4月4日，#揭阳2例本土新增均为儿童#，其中：病例1庄某，女，8岁，学生，为广州市新冠肺炎境外输入关联病例庄某（4月2日确诊）的女儿，常住广州市矿泉街瑶台向阳大街，3月26日后在广州由其母亲交朋友詹某托养。病例2詹某，男，3岁，现居住在惠来县溪西镇西尉村。3月31日后,True
150,【#钟南山称不从全球范围内控制好不可能战胜疫情#】3月12日，广东省人民政府新闻办公室举行新闻发布会，#钟南山称6月份结束疫情是可以期待的#，但是也要取决于各个国家的重视程度。要在两个月内研发出特效药，或者特殊的做法还是不太可能。因此现在一方面要加强自身管控，另一方面要加强与国外的交流。现在不从全球范围内控制好的话，是不可能战胜疫情,True
229,【#德国新冠肺炎累计确诊36508例#，#德国高考仍将按计划举行#】根据德国疾病防控机构罗伯特·科赫研究所最新公布的数据显示，截至当地时间3月26日0时，德国共确诊36508例新冠病毒肺炎感染病例，其中死亡病例198例。较3月25日0时，新增4954例，新增死亡49例。据德媒报道，德国各州文化部长25日召开电话会议，决定暂不取消今年,True
363,【#陕西新增2例俄罗斯输入病例#：均来自20日CA910航班】据陕西省卫健委通报，今日陕西省新增境外输入确诊病例2例，新增密切接触者0人。截至目前，本次境外输入共报告确诊病例23例、无症状感染者7例，均在定点医院隔离治疗和隔离医学观察。当前隔离密切接触者166人。陕西省累计报告境外输入确诊病例34例。确诊病例1：辛某，男，21岁，河,True
576,一手消息，大家请注意啦！病毒可不管你是谁？特朗普快撑不住了？嘴上说没事新冠检查阴性？谁信？这不，讲的好好的就撑不下去了！估计重大新闻就快来了！ L正能量8341老兵的微博视频   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
83,【#人民锐评#：抗疫战场岂能是“秀场”？】据报道，有医生在朋友圈吐槽，一家医院急诊科主任在一个开会现场愤然离席，原因是各级领导到医院开了三拨会，每次都长篇大论读最新文件、政策，为医护人员加油鼓劲，花去大约3小时……#疫情防控是战场绝不是秀场#。在疫情防控中，造“仪式感”、晒工作量本无可厚非，求表扬也是人之常情，但是过犹不及。如果把主,True
186,【#上海新增2例境外输入新冠肺炎#】上海市卫健委3月19日通报：3月18日0—24时，通过口岸联防联控机制，报告2例境外输入性新冠肺炎确诊病例。截至3月18日24时，累计报告境外输入性确诊病例25例，现有17例境外输入性疑似病例正在排查中。病例1为中国内蒙古籍，在英国探亲，3月14日自英国伦敦出发，经香港转机后于3月15日抵达上海浦,True
400,【人民日报钟声：#漠视生命至上何谈人权#，#奉劝美国一些政客关心民众的生命健康#】生命无价，救人第一。令人不解的是，美国一些政客却选择性无视、挑衅性生事、偏执性发难。拿有些人鼓吹的所谓“人权”向中国发难，是对中国人民抗疫斗争的亵渎、是对自身失责的掩盖、是对合作抗疫的搅局。面对凶险疫情，漠视“生命至上”、抛开“救人第一”，空喊“人权”,True
254,【#华春莹回应中国援外抗疫为施加影响力#：难道希望无动于衷，见死不救？】30日，外交部发言人华春莹针对国际有杂音称中国对外疫情援助是“借机施加影响力”做出回应。华春莹表示，其实大家已经看得非常清楚，这场突如其来的疫情以一种近乎惨烈的方式，再次证明人类是命运共同体，面对疫情没有任何国家可以独善其身，唯有团结合作才能共同应对。“面对疫情,True
659,一手消息，大家请注意啦！重庆不合作隔离还和警察纠正[巨汗][巨汗][巨汗] #southchinapost# LForEverFeather的微博视频   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
75,【继续加油！#全国连续7天治愈出院超千人#】从12日至18日，全国连续治愈出院人数分别为1171人（12日）、1081人（13日）、1373人（14日）、1323人（15日）、 1425人（16日）、 1701人（17日）、1824人（18日）。截至2月18日24时，#全国累计治愈出院14376例#。愿战疫早日胜利！ ,True
14,【#武汉加油#！因为有信念，我们必将打赢这场阻击战！】我们正经历一场严峻考验，致敬抗疫一线的所有人，因为有你，我们必将携手战胜疫情，度过这个难忘的春天。@X玖少年团肖战DAYTOY @阿云嘎Musical @卡布叻_周深 @MD_摩登兄弟 @任贤齐 @李克勤 @那英 带来#爱在东方抗疫诗朗诵#↓一起为武汉加油，为中国加油！  L人民,True
521,"最新消息来临啦，大家注意~！武汉盘龙城美府名苑，这位“女侠”为了出去买点肉，从十楼爬下来了……本来隔离就不容易了，社区居委会还不负责任组织好人们生活物资配送，确实应该被吐槽。#武汉嫂子吐槽超市配送# L全画幅的猫的微博视频   愿大家永远辛福安康！常遇开心事,事事顺利,祝愿好人一生平安！",False
303,【#山东新增本土2例初步判断为关联病例#详情：青岛病例，两人系夫妻】7日，#青岛公布2例新增本土病例详情#。患者张某某，男，76岁；患者邵某某，女，69岁。二人系夫妻，胶州人，现住胶州市科润城小区，无境内外高发疫区旅居史。3月19日，患者张某某因肺部炎症就诊于青岛市胶州中心医院，收住该院发热门诊隔离病区，3月20日、21日医院两次新,True
319,【等你们平安回来！#中国赴俄罗斯抗疫专家组今日启程#】今天上午，中国政府赴俄罗斯抗疫医疗专家组一行10人，从哈尔滨启程，赴俄协助开展疫情防控工作。专家组由国家卫生健康委组建，黑龙江省卫生健康委选派。成员来自中国疾病预防控制中心、黑龙江省疾病预防控制中心、黑龙江省传染病防治院、哈尔滨医科大学附属第一医院、哈尔滨医科大学附属第二医院、省,True
687,"最新消息来临啦，大家注意~！#孙悦# 据悉，在我国疫情爆发期间，CBA北控男篮后卫孙悦带着全家一起去了美国，而现在美国成了疫情最严重的国家，由于航班管控，暂时还回不来中国，他的妻子陈露在直播中也说了在美国遭到歧视，哎早知今日何必当初呢   愿大家永远辛福安康！常遇开心事,事事顺利,祝愿好人一生平安！",False
722,"最新消息来临啦，大家注意~！#北京新发地45人咽拭子阳性# 专家说这次分离的毒株不是国内的类型，进口的关一定把住啊。警惕第二波的反弹。另，同一时间，韩国某水产市场也有11人确诊，细思极恐。   愿大家永远辛福安康！常遇开心事,事事顺利,祝愿好人一生平安！",False
197,【#欧盟委员会主席感谢中国支持抗疫#】18日，欧盟委员会主席冯德莱恩分别以英文、法文、德文录制视频讲话，感谢中国为欧盟抗击新冠肺炎疫情提供支持。冯德莱恩在讲话中说，中国没有忘记疫情在中国发生时欧盟提供了帮助，如今，欧盟处于新冠肺炎疫情大流行的“震中”，我们感谢中国的支持，对此表示高度赞赏、十分感谢。（张朋辉）  L人民日报的微博视频,True
523,【屠呦呦再次落选院士，中国院士比诺贝尔奖厉害？】2015年，屠呦呦获得诺贝尔生物学奖，成为中国第一位真正意义上的自然科学类诺贝尔奖获得者。然而，她却多次评选不得院士！2020年​她在院士评选中又落选了。是因为什么原因？国际知名的科学家，还不如一些部委领导、校长、主任水平高？中国院士的条件到底是什么？屠呦呦被戏称为“三无”科学家，无博,False
656,一手消息，大家请注意啦！什么...出关要隔离为了不隔离从澳门游泳回珠海哈哈哈哈哈体力好哟。快点游，海关在岸上等你 L任花花er的微博视频   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
380,#哈尔滨女子散布隔离点坍塌谣言被行拘#【#哈尔滨女子造谣隔离点坍塌被行拘5日#】据@平安道里 通报，日前有微博账号“我叫春小妮”散布谣言称“黑龙江新冠肺炎隔离点突发大火坍塌！10人死亡70多人遇难！”，经查为哈尔滨市道里区居民任某（女，32岁）。警方将任某传唤后经询问，任某对自己散布谣言扰乱公共秩序的违法行为供认不讳。道里警方依据《,True
410,【人民日报钟声：#奉劝美国政客多干些正事#为好】美国政府应对不力，引发了众怒。为了诿过推责，美国政客抛出一个又一个谣言，大肆鼓噪向中国“追责索赔”。证据何在？语焉不详！疫情当前最需要的是全力以赴防控疫情、争分夺秒救治患者，这种赤裸裸的“政治讹诈”将成为人类抗疫史上的一幕丑剧。 °人民日报钟声：诿过推责是赤裸裸的“政治讹诈”,True
690,头三张图来自网友投稿，河南郑州地铁内公益广告在致敬抗疫英雄，全部为男性照片，无一女性面孔@郑州地铁 抗疫期间，全国出征的女性医护占比90%。没有搜到河南的完整数据，但是已知河南第二批赴鄂支援女性占比2/3。你随手搜一下“河南援鄂医疗队”，无论是部队还是医院，无论是出征、送行、开会、迎接、表彰还是上央视/省台采访的现场图和视频，几乎全,False
178,【#陕西开学时间#公布：高三3月30日开学，初三4月7日开学】17日，陕西省教育厅发布通知，公布各级各类学校开学工作安排：①3月30日，全省高三年级开学，有条件的学校实行封闭式管理；②4月7日，全省初三年级、中等职业学校毕业班开学；③中小学校其他年级和幼儿园开学时间不早于初三年级，具体时间由各市（区）教育行政部门统筹确定，错时错峰开,True
665,【刚知道原来上海顶级三甲医院的科室主任工资奖金也就50万，强烈呼吁这次疫情过后给医护人员加薪，感觉张主任的收入和自身的专业能力和品德太不匹配了！这工资奖金人家卖课卖软件的一周就赚到了，社会分配机制出了问题哪！】️模子（张文宏医生）自爆收入和全家福[抱拳]69年生人，浙江瑞安人，从小喜欢读书学习成绩优秀，在老家被邻里称为神童高考考入上,False
6,【#铁路部门免收到达离开武汉车票退票手续费#】#到达离开武汉火车票退票免收手续费#适应武汉市卫生防疫工作的部署要求，回应旅客诉愿，铁路部门决定：自即时起至2020年1月24日24:00止，在车站、12306网站等各渠道，已购买武汉出发和到达的各次列车火车票的旅客，自愿改变出行需退票的，铁路部门均不收取退票手续费，购买乘意险的一同办理,True
375,【打击网络恶意营销账号！#国家网信办关停账号18576个#】今年3月以来，多个网络账号炒作“疫情之下的某国：店铺关门歇业，华商太难了”“多国渴望回归中国”“钟南山：5月疫情将全面爆发”等“标题党”文章，散布虚假信息，造成极为恶劣的社会影响。针对这些问题，国家网信办有关负责人表示，部分网络账号为获取流量和广告进行恶意营销，有的无中生有,True
11,【不漏一车不漏一人！#武汉对进出城车辆人员实施疫情排查#】#武汉排查进出城车辆人员#为有效应对新型冠状病毒感染的肺炎疫情，武汉市决定即日起（22日）全市启动进出城道口重大疫情排查防控工作，依法依规对过往车辆及人员实施疫情排查防控。市指挥部要求各区依托全市公安检查站设置疫情检测点，严格筛查检测，坚决防止疫情输出扩散风险。O不漏一车、不,True
596,美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。在军舰上建这么多病房，明显就是为战争准备的，如果不是这次病毒，也不会透露出来。我们一直以为十天建一个医院就很牛了，结果人家一下子就来十艘医疗军舰。硬实力还是美国厉害。 ,False
231,【#俄罗斯版火神山医院#来了！】为弥补医院传染病床位不足的短板，#俄罗斯效仿火神山雷神山经验#，在莫斯科新城区科穆纳尔卡紧锣密鼓地兴建专门用于收治新冠肺炎患者的医院，施工正昼夜不停地进行。该医院预计今后几周之内能够竣工并投入使用。此外，俄罗斯副总理还表示：“我们认真研究了中国人的经验，看他们是怎么建（方舱医院）。”俄罗斯还出版了俄文,True
116,【#湖北新增196例新冠肺炎#，#湖北累计报告新冠肺炎67103例#】2020年3月1日0—24时，全省新增新冠肺炎确诊病例196例，其中：武汉市193例、荆门市2例、荆州市1例，其他14个市州均为0例。全省新增病亡42例，其中：武汉市32例、荆州市2例、荆门市2例、孝感市2例、黄石市1例、鄂州市1例、黄冈市1例、天门市1例，十堰市,True
439,"最新消息来临啦，大家注意~！#全国确诊新型肺炎病例#湖北坚持到最后的一个城市襄阳，今晨0点封城。整个湖北所有城市封城完毕，无公交，无地铁，不能上国道。不进不出。相信国家，加油湖北省！加油武汉！🙏🙏🙏🙏🙏🙏封一省护一国 2十堰·郧西县   愿大家永远辛福安康！常遇开心事,事事顺利,祝愿好人一生平安！",False
58,【#西藏向湖北捐赠首批抗疫物资#】14日，29节棚车满载着鲜牦牛肉、矿泉水等生活物资，驶出拉萨市西站向湖北省黄石市、十堰市进发。这是西藏自治区向湖北省捐赠的首批抗击疫情驰援物资，共筹集了价值850万元的生活物资，包括50吨牦牛肉和16.9万箱矿泉水。#西藏捐赠牦牛肉和矿泉水#O西藏自治区驰援湖北抗疫物资14日正式启运 ,True
104,【四川资阳#一确诊病例此前8次核酸检测阴性#】四川安岳县双龙街乡人唐某春于2月24日在资阳市第一人民医院确诊为新型冠状病毒肺炎。唐某春，女，56岁，安岳县双龙街乡人，长期在重庆市九龙坡区某酒店从事洗碗工作。因其工作酒店有员工被确诊为新冠肺炎，重庆市九龙坡区疾控中心向安岳县发出协查函，安岳县收函后于2月2日庚即对唐某春实施集中隔离医学,True
472,一手消息，大家请注意啦！温馨提醒：宁波北仑高速路口，下高速的全部住帐篷，隔离14天，四周挖沟，东海舰队值守，跑都没地方跑。中国真强大 2荥阳市 L黄君一去不复返的微博视频   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
487,"最新消息来临啦，大家注意~！#最硬管控# 湖北武穴市：凡不属于疫情防控人员上街被抓的，一律送到市体育馆会展中心学习。还要完成初三《黄冈密卷》一张，成绩及格者可以回家。截止到目前为止，最高分才23分有的人可能回家有点困难了   愿大家永远辛福安康！常遇开心事,事事顺利,祝愿好人一生平安！",False
156,【#韩国日新增确诊病例降至100以下#，#韩国新冠肺炎累计8162例#】韩国中央防疫对策本部15日通报，截至15日零时，韩国较14日零时新增新冠肺炎确诊病例76例，累计确诊病例8162例，共出现75例死亡病例。自上月21日以来，时隔23天后，韩国新增确诊病例再次降至100例以下。上月21日，韩国日新增确诊病例74例；上月22日新增确,True
347,【中央军委主席习近平签署通令 嘉奖军队执行新冠肺炎疫情防控任务全体人员】中华人民共和国中央军事委员会主席习近平日前签署通令，嘉奖军队执行新冠肺炎疫情防控任务全体人员。嘉奖令指出，新冠肺炎疫情发生后，全军部队坚决贯彻党中央、中央军委决策号令，闻令而动、勇挑重担，不负重托、不辱使命，为打赢疫情防控人民战争、总体战、阻击战作出突出贡献。任,True
672,张文宏医生自曝年收入184万，有一点让人非常吃惊：他不是任何企业的董事或者股东张医生高考考入上海医学院，八年硕博连读后留学。现是全球知名的传染病专家。自爆年收入184万，来源于3个方面:1.华山医院呼吸科主任，工资奖金年入50万。2.国家重点项目学科带头人，年入120万。3.每年在全球顶尖医学杂志（柳叶刀）上发表一篇署名论文，专利费,False
428,一手消息，大家请注意啦！#襄阳封城#最后一座城被封，自此，湖北封省。在这大年三十夜。春晚正在说，为中国七十年成就喝彩再过几天就是春至了，相信湖北终将熬过寒冬，迎来新生。 ​​​   朋友们，记得转发，不要忘记哟！祝愿好人一生平安!愿大家事业有成，家庭幸福，父母永远健康长寿，孩子学业有成，远离灾厄病痛~~~！！！！,False
263,【#51架包机接7000余名援鄂人员回家#】3月31日，民航局组织协调51架包机，接运7000余名支援湖北人员返程。这是截至目前#民航执行最大规模医疗队撤离任务#。11家国内航空公司安排飞机赴武汉，将来自北京、上海、天津、河北、山东、内蒙古、辽宁、吉林、黑龙江、陕西、江苏、浙江、广东、广西、福建、甘肃、山西、江西、安徽、四川共20个,True
38,【#青海连续四天无新增病例#】记者从青海省卫健委获悉，2月9日0-24时，青海省报告新型冠状病毒肺炎新增确诊病例0例，新增重症病例0例，新增死亡病例0例，新增出院病例0例。当日无新增确诊病例和疑似病例。青海已连续四天无新增病例。截至2月9日24时，青海省累计报告新型冠状病毒肺炎确诊病例18例，其中：重症病例1例，死亡病例0例，出院病,True
660,中国强势反击！仅有欧盟、美国认证，没有中国认证的医疗物资不批准出口！加拿大得到急需的医疗物资后，反过头来就说阿里巴巴销售的产品不合格，阿里巴巴直接暂停所有口罩，医疗物资的销售。之前中国提供给荷兰医疗物资，被荷兰反咬一口说中国口罩不符合要求，最后中国无奈暂停所有出口荷兰的医疗产品的许可。面对西方对中国产品的双标做法，中国终于反击了！中,False
161,【#央行已发放专项再贷款1840亿元#】中国人民银行货币政策司司长孙国峰3月15日介绍，人民银行1月31日设立了3000亿元抗疫专项再贷款，为支持疫情防控发挥积极作用。截至3月13日，人民银行已经发放专项再贷款1840亿元。目前来看，银行发放优惠贷款的进度保持在每天100亿元以上，发放速度比较快。 L人民日报的微博视频,True
